# Dreambuilder, mtg, random mods

hatches:silver_hatch_closed 184 184 184
hatches:silver_hatch_opened_bottom 184 184 184
hatches:silver_hatch_opened_top 184 184 184
hatches:spruce_hatch_closed 174 103 80
hatches:spruce_hatch_opened_bottom 174 103 80
hatches:spruce_hatch_opened_top 174 103 80
hatches:steel_hatch_closed 155 155 168
hatches:steel_hatch_opened_bottom 155 155 168
hatches:steel_hatch_opened_top 155 155 168
hatches:sterling_silver_hatch_closed 154 131 113
hatches:sterling_silver_hatch_opened_bottom 154 131 113
hatches:sterling_silver_hatch_opened_top 154 131 113
hatches:tin_hatch_closed 201 205 210
hatches:tin_hatch_opened_bottom 201 205 210
hatches:tin_hatch_opened_top 201 205 210
hatches:tumbaga_hatch_closed 254 197 13
hatches:tumbaga_hatch_opened_bottom 254 197 13
hatches:tumbaga_hatch_opened_top 254 197 13
hatches:wrought_iron_hatch_closed 167 167 167
hatches:wrought_iron_hatch_opened_bottom 167 167 167
hatches:wrought_iron_hatch_opened_top 167 167 167
hatches:zinc_hatch_closed 207 206 207
hatches:zinc_hatch_opened_bottom 207 206 207
hatches:zinc_hatch_opened_top 207 206 207
hollytree:leaves 21 60 14
hollytree:sapling 105 91 43
hollytree:trunk 121 109 97
hollytree:wood 212 176 143
homedecor:4_bottles_brown 57 46 28
homedecor:4_bottles_green 46 76 37
homedecor:4_bottles_multi 57 46 28
homedecor:air_conditioner 176 176 176
homedecor:alarm_clock 10 10 10
homedecor:analog_clock_plastic 247 247 247
homedecor:analog_clock_wood 247 247 247
homedecor:armchair 220 220 220
homedecor:armchair_black 65 65 65
homedecor:armchair_blue 50 85 189
homedecor:armchair_dark_green 50 152 50
homedecor:armchair_pink 216 100 129
homedecor:armchair_red 108 18 18
homedecor:armchair_violet 102 40 162
homedecor:banister_brass_diagonal_left 219 219 219
homedecor:banister_brass_diagonal_right 219 219 219
homedecor:banister_brass_horizontal 219 219 219
homedecor:banister_white_dark_diagonal_left 219 219 219
homedecor:banister_white_dark_diagonal_right 219 219 219
homedecor:banister_white_dark_horizontal 219 219 219
homedecor:banister_wood_diagonal_left 128 99 55
homedecor:banister_wood_diagonal_left_amber 219 219 219
homedecor:banister_wood_diagonal_left_azure 219 219 219
homedecor:banister_wood_diagonal_left_blue 219 219 219
homedecor:banister_wood_diagonal_left_cerulean 219 219 219
homedecor:banister_wood_diagonal_left_chartreuse 219 219 219
homedecor:banister_wood_diagonal_left_crimson 219 219 219
homedecor:banister_wood_diagonal_left_cyan 219 219 219
homedecor:banister_wood_diagonal_left_fuchsia 219 219 219
homedecor:banister_wood_diagonal_left_green 219 219 219
homedecor:banister_wood_diagonal_left_grey 219 219 219
homedecor:banister_wood_diagonal_left_harlequin 219 219 219
homedecor:banister_wood_diagonal_left_indigo 219 219 219
homedecor:banister_wood_diagonal_left_lime 219 219 219
homedecor:banister_wood_diagonal_left_magenta 219 219 219
homedecor:banister_wood_diagonal_left_malachite 219 219 219
homedecor:banister_wood_diagonal_left_mulberry 219 219 219
homedecor:banister_wood_diagonal_left_orange 219 219 219
homedecor:banister_wood_diagonal_left_red 219 219 219
homedecor:banister_wood_diagonal_left_rose 219 219 219
homedecor:banister_wood_diagonal_left_sapphire 219 219 219
homedecor:banister_wood_diagonal_left_spring 219 219 219
homedecor:banister_wood_diagonal_left_turquoise 219 219 219
homedecor:banister_wood_diagonal_left_vermilion 219 219 219
homedecor:banister_wood_diagonal_left_violet 219 219 219
homedecor:banister_wood_diagonal_left_yellow 219 219 219
homedecor:banister_wood_diagonal_right 128 99 55
homedecor:banister_wood_diagonal_right_amber 219 219 219
homedecor:banister_wood_diagonal_right_azure 219 219 219
homedecor:banister_wood_diagonal_right_blue 219 219 219
homedecor:banister_wood_diagonal_right_cerulean 219 219 219
homedecor:banister_wood_diagonal_right_chartreuse 219 219 219
homedecor:banister_wood_diagonal_right_crimson 219 219 219
homedecor:banister_wood_diagonal_right_cyan 219 219 219
homedecor:banister_wood_diagonal_right_fuchsia 219 219 219
homedecor:banister_wood_diagonal_right_green 219 219 219
homedecor:banister_wood_diagonal_right_grey 219 219 219
homedecor:banister_wood_diagonal_right_harlequin 219 219 219
homedecor:banister_wood_diagonal_right_indigo 219 219 219
homedecor:banister_wood_diagonal_right_lime 219 219 219
homedecor:banister_wood_diagonal_right_magenta 219 219 219
homedecor:banister_wood_diagonal_right_malachite 219 219 219
homedecor:banister_wood_diagonal_right_mulberry 219 219 219
homedecor:banister_wood_diagonal_right_orange 219 219 219
homedecor:banister_wood_diagonal_right_red 219 219 219
homedecor:banister_wood_diagonal_right_rose 219 219 219
homedecor:banister_wood_diagonal_right_sapphire 219 219 219
homedecor:banister_wood_diagonal_right_spring 219 219 219
homedecor:banister_wood_diagonal_right_turquoise 219 219 219
homedecor:banister_wood_diagonal_right_vermilion 219 219 219
homedecor:banister_wood_diagonal_right_violet 219 219 219
homedecor:banister_wood_diagonal_right_yellow 219 219 219
homedecor:banister_wood_horizontal 128 99 55
homedecor:banister_wood_horizontal_amber 219 219 219
homedecor:banister_wood_horizontal_azure 219 219 219
homedecor:banister_wood_horizontal_blue 219 219 219
homedecor:banister_wood_horizontal_cerulean 219 219 219
homedecor:banister_wood_horizontal_chartreuse 219 219 219
homedecor:banister_wood_horizontal_crimson 219 219 219
homedecor:banister_wood_horizontal_cyan 219 219 219
homedecor:banister_wood_horizontal_fuchsia 219 219 219
homedecor:banister_wood_horizontal_green 219 219 219
homedecor:banister_wood_horizontal_grey 219 219 219
homedecor:banister_wood_horizontal_harlequin 219 219 219
homedecor:banister_wood_horizontal_indigo 219 219 219
homedecor:banister_wood_horizontal_lime 219 219 219
homedecor:banister_wood_horizontal_magenta 219 219 219
homedecor:banister_wood_horizontal_malachite 219 219 219
homedecor:banister_wood_horizontal_mulberry 219 219 219
homedecor:banister_wood_horizontal_orange 219 219 219
homedecor:banister_wood_horizontal_red 219 219 219
homedecor:banister_wood_horizontal_rose 219 219 219
homedecor:banister_wood_horizontal_sapphire 219 219 219
homedecor:banister_wood_horizontal_spring 219 219 219
homedecor:banister_wood_horizontal_turquoise 219 219 219
homedecor:banister_wood_horizontal_vermilion 219 219 219
homedecor:banister_wood_horizontal_violet 219 219 219
homedecor:banister_wood_horizontal_yellow 219 219 219
homedecor:banister_wrought_iron_diagonal_left 60 51 46
homedecor:banister_wrought_iron_diagonal_right 60 51 46
homedecor:banister_wrought_iron_horizontal 60 51 46
homedecor:barbecue 64 64 64
homedecor:barbecue_meat 126 97 93
homedecor:bars 52 52 52
homedecor:bathroom_set 232 232 232
homedecor:bathroom_tiles_dark 246 246 246
homedecor:bathroom_tiles_light 246 246 246
homedecor:bathroom_tiles_medium 246 246 246
homedecor:bathtub_clawfoot_brass_taps 224 224 224
homedecor:bathtub_clawfoot_chrome_taps 224 224 224
homedecor:bed_blue_foot 118 94 60
homedecor:bed_blue_footext 118 94 60
homedecor:bed_blue_head 73 61 49
homedecor:bed_brown_foot 118 94 60
homedecor:bed_brown_footext 118 94 60
homedecor:bed_brown_head 73 61 49
homedecor:bed_darkgrey_foot 118 94 60
homedecor:bed_darkgrey_footext 118 94 60
homedecor:bed_darkgrey_head 73 61 49
homedecor:bed_extended 107 89 70
homedecor:bed_green_foot 118 94 60
homedecor:bed_green_footext 118 94 60
homedecor:bed_green_head 73 61 49
homedecor:bed_kingsize 107 89 70
homedecor:bed_orange_foot 118 94 60
homedecor:bed_orange_footext 118 94 60
homedecor:bed_orange_head 73 61 49
homedecor:bed_pink_foot 118 94 60
homedecor:bed_pink_footext 118 94 60
homedecor:bed_pink_head 73 61 49
homedecor:bed_red_foot 118 94 60
homedecor:bed_red_footext 118 94 60
homedecor:bed_red_head 73 61 49
homedecor:bed_regular 107 89 70
homedecor:bed_violet_foot 118 94 60
homedecor:bed_violet_footext 118 94 60
homedecor:bed_violet_head 73 61 49
homedecor:bed_yellow_foot 118 94 60
homedecor:bed_yellow_footext 118 94 60
homedecor:bed_yellow_head 73 61 49
homedecor:beer_mug 30 30 30
homedecor:beer_tap 172 173 173
homedecor:bench_large_1 101 76 40
homedecor:bench_large_1_left 1 1 0
homedecor:bench_large_1_right 1 1 0
homedecor:bench_large_2 101 76 40
homedecor:bench_large_2_left 68 46 23
homedecor:bench_large_2_right 68 46 23
homedecor:blinds_thick 241 241 214
homedecor:blinds_thin 241 241 214
homedecor:book_blue 218 205 65
homedecor:book_brown 218 205 64
homedecor:book_green 218 205 64
homedecor:book_grey 218 205 65
homedecor:book_open_blue 15 22 25
homedecor:book_open_brown 21 16 11
homedecor:book_open_green 17 25 15
homedecor:book_open_grey 19 19 19
homedecor:book_open_red 32 15 12
homedecor:book_open_violet 25 11 27
homedecor:book_red 218 205 64
homedecor:book_violet 218 205 65
homedecor:bottle_brown 57 46 28
homedecor:bottle_green 46 76 37
homedecor:calendar 254 254 254
homedecor:candle 239 231 201
homedecor:candlestick_brass 234 226 196
homedecor:candlestick_wrought_iron 234 226 196
homedecor:candle_thin 201 196 159
homedecor:cardboard_box 146 100 69
homedecor:cardboard_box_big 152 104 71
homedecor:ceiling_fan 152 152 151
homedecor:ceiling_lamp 203 168 92
homedecor:ceiling_lamp_0 218 192 125
homedecor:ceiling_lamp_1 218 192 125
homedecor:ceiling_lamp_10 218 192 125
homedecor:ceiling_lamp_11 218 192 125
homedecor:ceiling_lamp_12 218 192 125
homedecor:ceiling_lamp_13 218 192 125
homedecor:ceiling_lamp_14 218 192 125
homedecor:ceiling_lamp_2 218 192 125
homedecor:ceiling_lamp_3 218 192 125
homedecor:ceiling_lamp_4 218 192 125
homedecor:ceiling_lamp_5 218 192 125
homedecor:ceiling_lamp_6 218 192 125
homedecor:ceiling_lamp_7 218 192 125
homedecor:ceiling_lamp_8 218 192 125
homedecor:ceiling_lamp_9 218 192 125
homedecor:ceiling_lamp_off 203 168 92
homedecor:ceiling_lantern 254 250 162
homedecor:ceiling_lantern_0 171 171 171
homedecor:ceiling_lantern_1 254 251 149
homedecor:ceiling_lantern_10 254 251 149
homedecor:ceiling_lantern_11 254 251 149
homedecor:ceiling_lantern_12 254 251 149
homedecor:ceiling_lantern_13 254 251 149
homedecor:ceiling_lantern_14 254 251 149
homedecor:ceiling_lantern_2 254 251 149
homedecor:ceiling_lantern_3 254 251 149
homedecor:ceiling_lantern_4 254 251 149
homedecor:ceiling_lantern_5 254 251 149
homedecor:ceiling_lantern_6 254 251 149
homedecor:ceiling_lantern_7 254 251 149
homedecor:ceiling_lantern_8 254 251 149
homedecor:ceiling_lantern_9 254 251 149
homedecor:ceiling_paint 241 241 241
homedecor:ceiling_tile 231 231 231
homedecor:chain_brass_top 203 168 92
homedecor:chains 52 52 52
homedecor:chain_steel_top 68 58 49
homedecor:chair 177 124 60
homedecor:chair_black 171 112 44
homedecor:chair_blue 171 112 44
homedecor:chair_dark_green 171 113 44
homedecor:chair_pink 172 112 44
homedecor:chair_red 171 112 43
homedecor:chair_violet 171 112 44
homedecor:chandelier_brass 203 168 92
homedecor:chandelier_steel 68 58 49
homedecor:chimney	112 37 37
homedecor:coatrack_wallmount 177 124 60
homedecor:coat_tree 177 124 60
homedecor:cobweb_centered 232 232 232
homedecor:cobweb_corner 232 232 232
homedecor:cobweb_flat 232 232 232
homedecor:cobweb_plantlike 232 232 232
homedecor:coffee_maker 68 68 68
homedecor:copper_pans 218 136 93
homedecor:curtain_blue 43 43 130
homedecor:curtain_closed 245 245 245
homedecor:curtain_green 29 98 29
homedecor:curtain_open 245 245 245
homedecor:curtain_open_blue 43 43 130
homedecor:curtain_open_green 29 98 29
homedecor:curtain_open_pink 218 115 149
homedecor:curtain_open_red 104 30 30
homedecor:curtain_open_violet 92 47 142
homedecor:curtain_open_white 191 191 191
homedecor:curtain_pink 218 115 149
homedecor:curtain_red 104 30 30
homedecor:curtainrod_brass 210 192 91
homedecor:curtainrod_wood 110 85 48
homedecor:curtainrod_wrought_iron 103 95 88
homedecor:curtain_violet 92 47 142
homedecor:curtain_white 191 191 191
homedecor:cutlery_set	191 191 174
homedecor:dartboard 67 67 67
homedecor:deckchair 172 151 122
homedecor:deckchair_foot 100 60 6
homedecor:deckchair_head 100 60 6
homedecor:deckchair_striped_blue 107 104 93
homedecor:desk	203 151 83
homedecor:desk_fan 172 172 172
homedecor:desk_globe 104 41 16
homedecor:desk_lamp 224 224 224
homedecor:desk_lamp_0 186 186 186
homedecor:desk_lamp_1 186 186 186
homedecor:desk_lamp_10 186 186 186
homedecor:desk_lamp_11 186 186 186
homedecor:desk_lamp_12 186 186 186
homedecor:desk_lamp_13 186 186 186
homedecor:desk_lamp_14 186 186 186
homedecor:desk_lamp_2 186 186 186
homedecor:desk_lamp_3 186 186 186
homedecor:desk_lamp_4 186 186 186
homedecor:desk_lamp_5 186 186 186
homedecor:desk_lamp_6 186 186 186
homedecor:desk_lamp_7 186 186 186
homedecor:desk_lamp_8 186 186 186
homedecor:desk_lamp_9 186 186 186
homedecor:desk_lamp_blue	 19 22 56
homedecor:desk_lamp_green	 31 56 19
homedecor:desk_lamp_red	150 11 11
homedecor:desk_lamp_violet	 56 19 56
homedecor:desk_locked 219 219 219
homedecor:digital_clock 68 68 68
homedecor:dishwasher 235 232 225
homedecor:dishwasher_granite 69 66 65
homedecor:dishwasher_marble 130 142 148
homedecor:dishwasher_steel 211 211 211
homedecor:dishwasher_wood 162 142 96
homedecor:doghouse 178 95 67
homedecor:door_bedroom_bottom_left 204 204 204
homedecor:door_bedroom_bottom_right 204 204 204
homedecor:door_bedroom_left 221 221 221
homedecor:door_bedroom_right 221 221 221
homedecor:door_bedroom_top_left 204 204 204
homedecor:door_bedroom_top_right 204 204 204
homedecor:doorbell 254 254 254
homedecor:door_closet_mahogany_bottom_left 133 74 41
homedecor:door_closet_mahogany_bottom_right 133 74 41
homedecor:door_closet_mahogany_left 126 67 36
homedecor:door_closet_mahogany_right 126 67 36
homedecor:door_closet_mahogany_top_left 133 74 41
homedecor:door_closet_mahogany_top_right 133 74 41
homedecor:door_closet_oak_bottom_left 172 148 81
homedecor:door_closet_oak_bottom_right 172 148 81
homedecor:door_closet_oak_left 160 127 75
homedecor:door_closet_oak_right 160 127 75
homedecor:door_closet_oak_top_left 172 148 81
homedecor:door_closet_oak_top_right 172 148 81
homedecor:door_exterior_fancy_bottom_left 150 108 89
homedecor:door_exterior_fancy_bottom_right 150 108 89
homedecor:door_exterior_fancy_left 137 101 88
homedecor:door_exterior_fancy_right 137 101 88
homedecor:door_exterior_fancy_top_left 150 108 89
homedecor:door_exterior_fancy_top_right 150 108 89
homedecor:door_japanese_closed 241 241 241
homedecor:door_japanese_open 241 241 241
homedecor:door_woodglass2_left 190 144 80 128 224
homedecor:door_woodglass2_right 190 144 80 128 224
homedecor:door_woodglass_left 102 62 32 128 224
homedecor:door_wood_glass_mahogany_left 130 81 53 128 224
homedecor:door_wood_glass_mahogany_right 130 81 53 128 224
homedecor:door_wood_glass_oak_left 181 147 82 128 224
homedecor:door_wood_glass_oak_right 181 147 82 128 224
homedecor:door_woodglass_right 102 62 32 128 224
homedecor:door_wood_glass_white_left 245 245 245 128 224
homedecor:door_wood_glass_white_right 245 245 245 128 224
homedecor:door_wood_plain_left 137 98 63
homedecor:door_wood_plain_right 137 98 63
homedecor:door_wrought_iron_left 49 40 36
homedecor:door_wrought_iron_right 49 40 36
homedecor:dryer 191 191 191
homedecor:dvd_cd_cabinet 126 98 53
homedecor:dvd_vcr 14 14 14
homedecor:fence_barbed_wire 146 112 75
homedecor:fence_barbed_wire_corner 146 112 75
homedecor:fence_brass 183 159 80
homedecor:fence_brass_digilines 183 159 112
homedecor:fence_brass_with_sign	183 159 80
homedecor:fence_chainlink 136 136 136
homedecor:fence_chainlink_corner 205 205 205
homedecor:fence_picket	162 119 77
homedecor:fence_picket_corner	162 119 77
homedecor:fence_picket_corner_white	240 240 240
homedecor:fence_picket_white	240 240 240
homedecor:fence_privacy 134 105 75
homedecor:fence_privacy_corner	134 105 75
homedecor:fence_wrought_iron 86 76 70
homedecor:fence_wrought_iron_2 40 26 17
homedecor:fence_wrought_iron_2_corner 39 26 17
homedecor:fence_wrought_iron_digilines 86 76 102
homedecor:fence_wrought_iron_with_sign	 86 76 70
homedecor:filing_cabinet 177 124 60
homedecor:filing_cabinet_locked 177 124 60
homedecor:fishtank 76 103 158
homedecor:fishtank_lighted 76 103 158
homedecor:flower_pot_black 26 26 26
homedecor:flower_pot_green 82 95 59
homedecor:flower_pot_terracotta	124 59 35
homedecor:gate_barbed_wire_closed 142 108 71
homedecor:gate_barbed_wire_open 142 108 71
homedecor:gate_chainlink_closed 205 205 205
homedecor:gate_chainlink_open 205 205 205
homedecor:gate_half_door_closed 133 92 57
homedecor:gate_half_door_open 133 92 57
homedecor:gate_half_door_white_closed 205 205 205
homedecor:gate_half_door_white_open 205 205 205
homedecor:gate_picket_closed	162 119 77
homedecor:gate_picket_open	162 119 77
homedecor:gate_picket_white_closed	240 240 240
homedecor:gate_picket_white_open	240 240 240
homedecor:glass_table_large 181 181 181 128 224
homedecor:glass_table_large_square 168 168 168
homedecor:glass_table_small_round 213 213 213 128 224
homedecor:glass_table_small_square 209 209 209 128 224
homedecor:glowlight_half 228 228 228
homedecor:glowlight_half_0 149 149 149
homedecor:glowlight_half_white 240 240 240
homedecor:glowlight_half_yellow 255 255 170
homedecor:glowlight_quarter 228 228 228
homedecor:glowlight_quarter_0 149 149 149
homedecor:glowlight_quarter_white 240 240 240
homedecor:glowlight_quarter_yellow 255 255 170
homedecor:glowlight_small_cube 242 242 242
homedecor:glowlight_small_cube_0 149 149 149
homedecor:glowlight_small_cube_white 254 254 254
homedecor:glowlight_small_cube_yellow 255 255 254
homedecor:grandfather_clock 247 247 247
homedecor:grandfather_clock_bottom 94 59 3
homedecor:grandfather_clock_top 94 59 3
homedecor:ground_lantern 14 14 14
homedecor:ground_lantern_0 171 171 171
homedecor:ground_lantern_1 254 251 149
homedecor:ground_lantern_10 254 251 149
homedecor:ground_lantern_11 254 251 149
homedecor:ground_lantern_12 254 251 149
homedecor:ground_lantern_13 254 251 149
homedecor:ground_lantern_14 254 251 149
homedecor:ground_lantern_2 254 251 149
homedecor:ground_lantern_3 254 251 149
homedecor:ground_lantern_4 254 251 149
homedecor:ground_lantern_5 254 251 149
homedecor:ground_lantern_6 254 251 149
homedecor:ground_lantern_7 254 251 149
homedecor:ground_lantern_8 254 251 149
homedecor:ground_lantern_9 254 251 149
homedecor:hanging_lantern 15 15 15
homedecor:hanging_lantern_0 50 42 37
homedecor:hanging_lantern_1 50 42 37
homedecor:hanging_lantern_10 50 42 37
homedecor:hanging_lantern_11 50 42 37
homedecor:hanging_lantern_12 50 42 37
homedecor:hanging_lantern_13 50 42 37
homedecor:hanging_lantern_14 50 42 37
homedecor:hanging_lantern_2 50 42 37
homedecor:hanging_lantern_3 50 42 37
homedecor:hanging_lantern_4 50 42 37
homedecor:hanging_lantern_5 50 42 37
homedecor:hanging_lantern_6 50 42 37
homedecor:hanging_lantern_7 50 42 37
homedecor:hanging_lantern_8 50 42 37
homedecor:hanging_lantern_9 50 42 37
homedecor:ironing_board 131 131 131
homedecor:japanese_wall_bottom 241 241 241
homedecor:japanese_wall_middle 241 241 241
homedecor:japanese_wall_top 241 241 241
homedecor:kitchen_cabinet 162 142 96
homedecor:kitchen_cabinet_colorable 162 142 96
homedecor:kitchen_cabinet_colorable_granite 69 66 65
homedecor:kitchen_cabinet_colorable_granite_locked 69 66 65
homedecor:kitchen_cabinet_colorable_locked 162 142 96
homedecor:kitchen_cabinet_colorable_marble 130 142 148
homedecor:kitchen_cabinet_colorable_marble_locked 130 142 148
homedecor:kitchen_cabinet_colorable_steel 211 211 211
homedecor:kitchen_cabinet_colorable_steel_locked 211 211 211
homedecor:kitchen_cabinet_colorable_with_drawers 162 142 96
homedecor:kitchen_cabinet_colorable_with_drawers_granite 69 66 65
homedecor:kitchen_cabinet_colorable_with_drawers_granite_locked 69 66 65
homedecor:kitchen_cabinet_colorable_with_drawers_locked 162 142 96
homedecor:kitchen_cabinet_colorable_with_drawers_marble 130 142 148
homedecor:kitchen_cabinet_colorable_with_drawers_marble_locked 130 142 148
homedecor:kitchen_cabinet_colorable_with_drawers_steel 211 211 211
homedecor:kitchen_cabinet_colorable_with_drawers_steel_locked 211 211 211
homedecor:kitchen_cabinet_colorable_with_sink 162 142 96
homedecor:kitchen_cabinet_colorable_with_sink_locked 162 142 96
homedecor:kitchen_cabinet_colored 162 142 96
homedecor:kitchen_cabinet_colored_granite 69 66 65
homedecor:kitchen_cabinet_colored_granite_locked 69 66 65
homedecor:kitchen_cabinet_colored_locked 162 142 96
homedecor:kitchen_cabinet_colored_marble 130 142 148
homedecor:kitchen_cabinet_colored_marble_locked 130 142 148
homedecor:kitchen_cabinet_colored_steel 211 211 211
homedecor:kitchen_cabinet_colored_steel_locked 211 211 211
homedecor:kitchen_cabinet_colored_with_drawers 162 142 96
homedecor:kitchen_cabinet_colored_with_drawers_granite 69 66 65
homedecor:kitchen_cabinet_colored_with_drawers_granite_locked 69 66 65
homedecor:kitchen_cabinet_colored_with_drawers_locked 162 142 96
homedecor:kitchen_cabinet_colored_with_drawers_marble 130 142 148
homedecor:kitchen_cabinet_colored_with_drawers_marble_locked 130 142 148
homedecor:kitchen_cabinet_colored_with_drawers_steel 211 211 211
homedecor:kitchen_cabinet_colored_with_drawers_steel_locked 211 211 211
homedecor:kitchen_cabinet_colored_with_sink 162 142 96
homedecor:kitchen_cabinet_colored_with_sink_locked 162 142 96
homedecor:kitchen_cabinet_granite 69 66 65
homedecor:kitchen_cabinet_granite_locked 69 66 65
homedecor:kitchen_cabinet_half 119 90 46
homedecor:kitchen_cabinet_half_locked 119 90 46
homedecor:kitchen_cabinet_locked 162 142 96
homedecor:kitchen_cabinet_marble 130 142 148
homedecor:kitchen_cabinet_marble_locked 130 142 148
homedecor:kitchen_cabinet_steel 211 211 211
homedecor:kitchen_cabinet_steel_locked 211 211 211
homedecor:kitchen_cabinet_with_sink	200 200 200
homedecor:kitchen_cabinet_with_sink_locked	200 200 200
homedecor:kitchen_chair_padded 219 219 219
homedecor:kitchen_chair_wood 219 219 219
homedecor:kitchen_faucet 167 167 167
homedecor:lattice_lantern_large 16 16 16
homedecor:lattice_lantern_large_0 171 171 171
homedecor:lattice_lantern_large_1 254 251 149
homedecor:lattice_lantern_large_10 254 251 149
homedecor:lattice_lantern_large_11 254 251 149
homedecor:lattice_lantern_large_12 254 251 149
homedecor:lattice_lantern_large_13 254 251 149
homedecor:lattice_lantern_large_14 254 251 149
homedecor:lattice_lantern_large_2 254 251 149
homedecor:lattice_lantern_large_3 254 251 149
homedecor:lattice_lantern_large_4 254 251 149
homedecor:lattice_lantern_large_5 254 251 149
homedecor:lattice_lantern_large_6 254 251 149
homedecor:lattice_lantern_large_7 254 251 149
homedecor:lattice_lantern_large_8 254 251 149
homedecor:lattice_lantern_large_9 254 251 149
homedecor:lattice_lantern_small 16 16 16
homedecor:lattice_lantern_small_0 171 171 171
homedecor:lattice_lantern_small_1 245 225 173
homedecor:lattice_lantern_small_10 245 225 173
homedecor:lattice_lantern_small_11 245 225 173
homedecor:lattice_lantern_small_12 245 225 173
homedecor:lattice_lantern_small_13 245 225 173
homedecor:lattice_lantern_small_14 245 225 173
homedecor:lattice_lantern_small_2 245 225 173
homedecor:lattice_lantern_small_3 245 225 173
homedecor:lattice_lantern_small_4 245 225 173
homedecor:lattice_lantern_small_5 245 225 173
homedecor:lattice_lantern_small_6 245 225 173
homedecor:lattice_lantern_small_7 245 225 173
homedecor:lattice_lantern_small_8 245 225 173
homedecor:lattice_lantern_small_9 245 225 173
homedecor:lattice_white_wood 218 218 218
homedecor:lattice_white_wood_vegetal 218 218 218
homedecor:lattice_wood 218 218 218
homedecor:lattice_wood_vegetal 218 218 218
homedecor:L_binding_bars 52 52 52
homedecor:light_switch 199 197 193
homedecor:light_switch_off 254 254 254
homedecor:light_switch_on 254 254 254
homedecor:medicine_cabinet 121 94 53
homedecor:medicine_cabinet_open 121 94 53
homedecor:microwave_oven 125 124 124
homedecor:microwave_oven_active 125 124 124
homedecor:microwave_oven_active_locked 125 124 124
homedecor:microwave_oven_locked 125 124 124
homedecor:nightstand_mahogany_one_drawer 87 50 36
homedecor:nightstand_mahogany_one_drawer_locked 87 50 36
homedecor:nightstand_mahogany_two_drawers 87 50 36
homedecor:nightstand_mahogany_two_drawers_locked 87 50 36
homedecor:nightstand_oak_one_drawer 154 110 67
homedecor:nightstand_oak_one_drawer_locked 154 110 67
homedecor:nightstand_oak_two_drawers 154 110 67
homedecor:nightstand_oak_two_drawers_locked 154 110 67
homedecor:office_chair_basic 254 254 254
homedecor:office_chair_upscale 254 254 254
homedecor:oil_lamp 134 116 113
homedecor:oil_lamp_tabletop 168 168 148
homedecor:openframe_bookshelf	147 113 60
homedecor:oven 231 231 231
homedecor:oven_active 231 231 231
homedecor:oven_active_locked 231 231 231
homedecor:oven_locked 231 231 231
homedecor:oven_steel 140 140 140
homedecor:oven_steel_active 140 140 140
homedecor:oven_steel_active_locked 140 140 140
homedecor:oven_steel_locked 140 140 140
homedecor:painting_1 128 99 55
homedecor:painting_10 128 99 55
homedecor:painting_11 128 99 55
homedecor:painting_12 128 99 55
homedecor:painting_13 128 99 55
homedecor:painting_14 128 99 55
homedecor:painting_15 128 99 55
homedecor:painting_16 128 99 55
homedecor:painting_17 128 99 55
homedecor:painting_18 128 99 55
homedecor:painting_19 128 99 55
homedecor:painting_2 128 99 55
homedecor:painting_20 128 99 55
homedecor:painting_3 128 99 55
homedecor:painting_4 128 99 55
homedecor:painting_5 128 99 55
homedecor:painting_6 128 99 55
homedecor:painting_7 128 99 55
homedecor:painting_8 128 99 55
homedecor:painting_9 128 99 55
homedecor:paper_towel 237 237 237
homedecor:piano 	 61 61 61
homedecor:picture_frame1 92 42 0
homedecor:picture_frame2 91 42 0
homedecor:plasma_ball 242 242 242
homedecor:plasma_ball_off 239 239 239
homedecor:plasma_ball_on 239 239 239
homedecor:plasma_lamp 126 116 35
homedecor:plasma_lamp_0 190 164 0
homedecor:plasma_lamp_1 190 164 0
homedecor:plasma_lamp_10 190 164 0
homedecor:plasma_lamp_11 190 164 0
homedecor:plasma_lamp_12 190 164 0
homedecor:plasma_lamp_13 190 164 0
homedecor:plasma_lamp_14 190 164 0
homedecor:plasma_lamp_2 190 164 0
homedecor:plasma_lamp_3 190 164 0
homedecor:plasma_lamp_4 190 164 0
homedecor:plasma_lamp_5 190 164 0
homedecor:plasma_lamp_6 190 164 0
homedecor:plasma_lamp_7 190 164 0
homedecor:plasma_lamp_8 190 164 0
homedecor:plasma_lamp_9 190 164 0
homedecor:pole_brass 210 192 91
homedecor:pole_wrought_iron 103 95 88
homedecor:pool_table	 0 82 0
homedecor:potted_bonsai 121 57 34
homedecor:potted_cactus 121 57 34
homedecor:potted_dandelion_white 121 57 34
homedecor:potted_dandelion_yellow 121 57 34
homedecor:potted_geranium 121 57 34
homedecor:potted_rose 121 57 34
homedecor:potted_tulip 121 57 34
homedecor:potted_viola 121 57 34
homedecor:power_outlet 254 254 254
homedecor:projection_screen 207 207 207
homedecor:radiator 215 215 215
homedecor:refrigerator_steel	128 128 128
homedecor:refrigerator_steel_locked	128 128 128 
homedecor:refrigerator_white	200 200 200
homedecor:refrigerator_white_locked	200 200 200
homedecor:rope_light_on_ceiling_off 171 171 171
homedecor:rope_light_on_ceiling_on 248 248 248
homedecor:rope_light_on_floor_off 171 171 171
homedecor:rope_light_on_floor_on 248 248 248
homedecor:rug_large 140 111 153
homedecor:rug_persian 100 68 69
homedecor:rug_small 112 98 102
homedecor:shingle_inner_corner_asphalt	 42 42 42
homedecor:shingle_inner_corner_terracotta	211 108 68
